TransitionComputerCode,RouteString
OBSTR WYNDE2,OBSTR CSTLO VIO WLTER RHIVR PAITN WYNDE
ODAXY WYNDE2,ODAXY GAULT OBSTR CSTLO VIO WLTER RHIVR PAITN WYNDE
SSM WYNDE2,SSM JODEE GAULT OBSTR CSTLO VIO WLTER RHIVR PAITN WYNDE
SMUUV WYNDE2,SMUUV WYNDE
TVC WYNDE2,TVC PECOK UFDUH BITTR WLTER PAITN WYNDE
UFDUH WYNDE2,UFDUH BITTR WLTER PAITN WYNDE
VIO WYNDE2,VIO DITCA WLTER RHIVR PAITN WYNDE
CHEVE EESAT4,CHEVE FIATT KLLEY YEAGR
JROAM EESAT4,JROAM KOBIE KLLEY YEAGR
NAVYS EESAT4,NAVYS FIATT KLLEY YEAGR
PNUTS EESAT4,PNUTS HINZE YEAGR
PUDJE EESAT4,PUDJE MRPHI ZEKKE YEAGR
CHEVE LOADS4,CHEVE FIATT KLLEY YEAGR
JROAM LOADS4,JROAM KOBIE KLLEY YEAGR
NAVYS LOADS4,NAVYS FIATT KLLEY YEAGR
PNUTS LOADS4,PNUTS HINZE YEAGR
PUDJE LOADS4,PUDJE MRPHI ZEKKE YEAGR
AEX YEAGR4,AEX TURNN NOBBL FZT SNOWE AWOLF YEAGR
CWK YEAGR4,CWK NAVYS CQY YEAGR
EMG YEAGR4,EMG GGG CAPTI SNOWE AWOLF YEAGR
GIFFA YEAGR4,GIFFA WEIRS CQY YEAGR
GGG YEAGR4,GGG CAPTI SNOWE AWOLF YEAGR
HERRI YEAGR4,HERRI FZT SNOWE AWOLF YEAGR
IAH YEAGR4,IAH GIFFA WEIRS CQY YEAGR
LOA YEAGR4,LOA CQY YEAGR
MHZ YEAGR4,MHZ MLU EMG GGG CAPTI SNOWE AWOLF YEAGR
MLU YEAGR4,MLU EMG GGG CAPTI SNOWE AWOLF YEAGR
NAVYS YEAGR4,NAVYS CQY YEAGR
SQS YEAGR4,SQS MLU EMG GGG CAPTI SNOWE AWOLF YEAGR
ACT YEAGR4,ACT CQY YEAGR
JOH YESKA6,JOH SOBGE YESKA
MDO YESKA6,MDO SOBGE YESKA
JEKUG YLSTN3,JEKUG YLSTN
GIMLE BASTS1,GIMLE FOYER YUCKS
GIMLE YUCKS3,GIMLE FOYER YUCKS
AEX GESNR1,AEX EMGEE SCHEX ZEEKK
CARPR GESNR1,CARPR MURFF ZEEKK
PLANB GESNR1,PLANB CARPR MURFF ZEEKK
SWB GESNR1,SWB DLAKE DOOTL ZEEKK
AEX ZEEKK2,AEX EMGEE SCHEX ZEEKK
CARPR ZEEKK2,CARPR MURFF ZEEKK
PLANB ZEEKK2,PLANB CARPR MURFF ZEEKK
SWB ZEEKK2,SWB DLAKE DOOTL ZEEKK
EEGUL ZELKA2,EEGUL TERIA HAUKS WORIA BCATS GOLEE ZELKA
HEC ZIGGY8,HEC BULGY DAWNA ARRAN GAREY ZIGGY
PMD ZIGGY8,PMD FLAVR MAJEK HESPE HITOP NITIY ZIGGY
EHF ZIGGY8,EHF ZARTI LANDO BLUUH PMD FLAVR MAJEK HESPE HITOP NITIY ZIGGY
TTE ZIGGY8,TTE ZARTI LANDO BLUUH PMD FLAVR MAJEK HESPE HITOP NITIY ZIGGY
STIFS ZOMBZ5,STIFS DRAGR LAMOE CRWLR ZOMBZ
ELP ZONNA2,ELP PENSL ZONNA
EWM ZONNA2,EWM PENSL ZONNA
SSO ZONNA2,SSO ZONNA
EPH ZOOMR2,EPH ZOOMR
MWH ZOOMR2,MWH ZOOMR
BURGL ZUUMA4,BURGL DOUIT UCANN ALMST DANYY ZUUMA
DOUIT ZUUMA4,DOUIT UCANN ALMST DANYY ZUUMA
REBRG ZUUMA4,REBRG STADD DOUIT UCANN ALMST DANYY ZUUMA
JPU ZZIPS1,JPU ATWOO MGOOD ZZIPS
SOORD ZZIPS1,SOORD FIITE ZZIPS
